review_id,record_type,bridge_id,wps_task_id,source_file,rapids_code,variant,process_raw,task_raw,proposed_qsen_statement_id,match_score,review_reason
WPS_REVIEW_0086,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0087,WPS_3056CB_COMPETENCY_BASED_T18_R03_A,wps_competency_3056.docx,3056CB,competency_based,Prescribe assistive medical devices or related treatments.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0087,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0088,WPS_3056CB_COMPETENCY_BASED_T19_R03_A,wps_competency_3056.docx,3056CB,competency_based,Prescribe medications.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0088,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0089,WPS_3056CB_COMPETENCY_BASED_T20_R03_A,wps_competency_3056.docx,3056CB,competency_based,Design public or employee health programs.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0089,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0091,WPS_3056CB_COMPETENCY_BASED_T21_R03_A,wps_competency_3056.docx,3056CB,competency_based,Communicate health and wellness information to the public.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0090,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0092,WPS_3056CB_COMPETENCY_BASED_T22_R03_A,wps_competency_3056.docx,3056CB,competency_based,Evaluate patient outcomes to determine effectiveness of treatments.,A. Modify patient treatment plans as indicated by patients' responses and conditions.,QSEN_0095,0.1033,no_confident_match
WPS_REVIEW_0091,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0093,WPS_3056CB_COMPETENCY_BASED_T23_R03_A,wps_competency_3056.docx,3056CB,competency_based,Maintain inventory of medical supplies or equipment.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0092,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0094,WPS_3056CB_COMPETENCY_BASED_T24_R03_A,wps_competency_3056.docx,3056CB,competency_based,Prepare medical supplies or equipment for use.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0093,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0095,WPS_3056CB_COMPETENCY_BASED_T25_R03_A,wps_competency_3056.docx,3056CB,competency_based,Test biological specimens to gather information about patient conditions.,A. Conduct specified laboratory tests.,QSEN_0108,0.1515,no_confident_match
WPS_REVIEW_0094,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0096,WPS_3056CB_COMPETENCY_BASED_T26_R03_A,wps_competency_3056.docx,3056CB,competency_based,Monitor health or behavior of people or animals.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0095,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0097,WPS_3056CB_COMPETENCY_BASED_T27_R03_A,wps_competency_3056.docx,3056CB,competency_based,Supervise workers providing client or patient services.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0096,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0098,WPS_3056CB_COMPETENCY_BASED_T28_R03_A,wps_competency_3056.docx,3056CB,competency_based,"Assess patient work, living, or social environments.","A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.",QSEN_0136,0.2856,no_confident_match
WPS_REVIEW_0097,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0099,WPS_3056CB_COMPETENCY_BASED_T29_R03_A,wps_competency_3056.docx,3056CB,competency_based,Administer anesthetics or sedatives to control pain.,"A. Administer local, inhalation, intravenous, or other anesthetics.",QSEN_0014,0.1046,no_confident_match
WPS_REVIEW_0098,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0100,WPS_3056CB_COMPETENCY_BASED_T30_R03_A,wps_competency_3056.docx,3056CB,competency_based,Assist healthcare practitioners during examinations or treatments.,A. Prepare patients for and assist with examinations or treatments.,QSEN_0018,0.1505,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0099,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0101,WPS_3056CB_COMPETENCY_BASED_T31_R03_A,wps_competency_3056.docx,3056CB,competency_based,Prepare patients physically for medical procedures.,A. Prepare patients for and assist with examinations or treatments.,QSEN_0018,0.1505,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0100,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0102,WPS_3056CB_COMPETENCY_BASED_T32_R03_A,wps_competency_3056.docx,3056CB,competency_based,Train caregivers or other non-medical personnel.,A. Provide or arrange for training or instruction of auxiliary personnel or students.,QSEN_0198,0.142,no_confident_match
WPS_REVIEW_0101,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0103,WPS_3056CB_COMPETENCY_BASED_T33_R03_A,wps_competency_3056.docx,3056CB,competency_based,Diagnose medical conditions.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0102,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0104,WPS_3056CB_COMPETENCY_BASED_T34_R03_A,wps_competency_3056.docx,3056CB,competency_based,Examine patients to assess general physical condition.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0103,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0105,WPS_3056CB_COMPETENCY_BASED_T35_R03_A,wps_competency_3056.docx,3056CB,competency_based,Refer patients to other healthcare practitioners or health resources.,A. Refer students or patients to specialized health resources or community agencies furnishing assistance.,QSEN_0117,0.1434,no_confident_match
WPS_REVIEW_0104,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0106,WPS_3056CB_COMPETENCY_BASED_T36_R03_A,wps_competency_3056.docx,3056CB,competency_based,Treat medical emergencies.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0105,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0107,WPS_3056CB_COMPETENCY_BASED_T37_R03_A,wps_competency_3056.docx,3056CB,competency_based,Advise communities or institutions regarding health or safety issues.,A. Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,QSEN_0104,0.1472,no_confident_match
WPS_REVIEW_0106,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0108,WPS_3056CB_COMPETENCY_BASED_T38_R03_A,wps_competency_3056.docx,3056CB,competency_based,Conduct research to increase knowledge about medical issues.,A. Engage in research activities related to nursing.,QSEN_0097,0.303,ambiguous_match
WPS_REVIEW_0107,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0109,WPS_3056CB_COMPETENCY_BASED_T39_R02_X,wps_competency_3056.docx,3056CB,competency_based,Provider,Name:,,0.0,no_confident_match
WPS_REVIEW_0108,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0110,WPS_3056CB_COMPETENCY_BASED_T39_R03_X,wps_competency_3056.docx,3056CB,competency_based,Provider,Address:,,0.0,no_confident_match
WPS_REVIEW_0109,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0111,WPS_3056CB_COMPETENCY_BASED_T39_R04_X,wps_competency_3056.docx,3056CB,competency_based,Provider,Email:,,0.0,no_confident_match
WPS_REVIEW_0110,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0112,WPS_3056CB_COMPETENCY_BASED_T39_R05_X,wps_competency_3056.docx,3056CB,competency_based,Provider,Suggested Related Instruction Hours: X,QSEN_0101,0.1527,no_confident_match
WPS_REVIEW_0111,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0113,WPS_3056CB_COMPETENCY_BASED_T40_R02_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3818,,0.0,no_confident_match
WPS_REVIEW_0112,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0114,WPS_3056CB_COMPETENCY_BASED_T40_R03_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3806,,0.0,no_confident_match
WPS_REVIEW_0113,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0115,WPS_3056CB_COMPETENCY_BASED_T40_R04_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3801,,0.0,no_confident_match
WPS_REVIEW_0114,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0116,WPS_3056CB_COMPETENCY_BASED_T40_R05_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3805,,0.0,no_confident_match
WPS_REVIEW_0115,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0117,WPS_3056CB_COMPETENCY_BASED_T40_R06_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3820,,0.0,no_confident_match
WPS_REVIEW_0116,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0118,WPS_3056CB_COMPETENCY_BASED_T40_R07_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3899,,0.0,no_confident_match
WPS_REVIEW_0117,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0119,WPS_3056CB_COMPETENCY_BASED_T40_R08_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3812,,0.0,no_confident_match
WPS_REVIEW_0118,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0120,WPS_3056CB_COMPETENCY_BASED_T40_R09_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3802,,0.0,no_confident_match
WPS_REVIEW_0119,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0121,WPS_3056CB_COMPETENCY_BASED_T40_R10_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3803,,0.0,no_confident_match
WPS_REVIEW_0120,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0122,WPS_3056CB_COMPETENCY_BASED_T40_R11_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3810,,0.0,no_confident_match
WPS_REVIEW_0121,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0123,WPS_3056CB_COMPETENCY_BASED_T40_R12_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3815,,0.0,no_confident_match
WPS_REVIEW_0122,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0124,WPS_3056CB_COMPETENCY_BASED_T40_R13_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3821,,0.0,no_confident_match
WPS_REVIEW_0123,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0125,WPS_3056CB_COMPETENCY_BASED_T40_R14_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3816,,0.0,no_confident_match
WPS_REVIEW_0124,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0126,WPS_3056CB_COMPETENCY_BASED_T40_R15_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3814,,0.0,no_confident_match
WPS_REVIEW_0125,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0127,WPS_3056CB_COMPETENCY_BASED_T40_R16_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3819,,0.0,no_confident_match
WPS_REVIEW_0126,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0128,WPS_3056CB_COMPETENCY_BASED_T40_R17_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3822,,0.0,no_confident_match
WPS_REVIEW_0127,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0129,WPS_3056CB_COMPETENCY_BASED_T40_R18_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3808,,0.0,no_confident_match
WPS_REVIEW_0128,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0130,WPS_3056CB_COMPETENCY_BASED_T40_R19_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3824,,0.0,no_confident_match
WPS_REVIEW_0129,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0131,WPS_3056CB_COMPETENCY_BASED_T40_R20_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3811,,0.0,no_confident_match
WPS_REVIEW_0130,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0132,WPS_3056CB_COMPETENCY_BASED_T40_R21_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3813,,0.0,no_confident_match
WPS_REVIEW_0131,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0133,WPS_3056CB_COMPETENCY_BASED_T40_R22_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,51.3809,,0.0,no_confident_match
WPS_REVIEW_0132,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0134,WPS_3056CB_COMPETENCY_BASED_T40_R23_X,wps_competency_3056.docx,3056CB,competency_based,*CIP Code,Total,,0.0,no_confident_match
WPS_REVIEW_0133,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0135,WPS_2074HY_HYBRID_T02_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Record patient medical histories.,A. Record patients' medical information and vital signs.,QSEN_0188,0.3033,ambiguous_match
WPS_REVIEW_0134,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0136,WPS_2074HY_HYBRID_T02_R03_B,wps_hybrid_2074.docx,2074HY,hybrid,Record patient medical histories.,"B. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0135,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0137,WPS_2074HY_HYBRID_T03_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,"Monitor patient conditions during treatments, procedures, or activities.",A. Administer medications to patients and monitor patients for reactions or side effects.,QSEN_0192,0.1562,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0136,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0138,WPS_2074HY_HYBRID_T03_R03_B,wps_hybrid_2074.docx,2074HY,hybrid,"Monitor patient conditions during treatments, procedures, or activities.","B. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0137,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0139,WPS_2074HY_HYBRID_T04_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Administer non-intravenous medications.,A. Administer medications to patients and monitor patients for reactions or side effects.,QSEN_0192,0.1562,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0138,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0140,WPS_2074HY_HYBRID_T05_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Maintain medical facility records.,"A. Maintain accurate, detailed reports and records.",QSEN_0207,0.1252,no_confident_match
WPS_REVIEW_0139,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0141,WPS_2074HY_HYBRID_T06_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Inform medical professionals regarding patient conditions and care.,"A. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0140,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0142,WPS_2074HY_HYBRID_T06_R03_B,wps_hybrid_2074.docx,2074HY,hybrid,Inform medical professionals regarding patient conditions and care.,B. Inform physician of patient's condition during anesthesia.,,0.0,no_confident_match
WPS_REVIEW_0141,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0143,WPS_2074HY_HYBRID_T07_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Immunize patients.,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",QSEN_0198,0.1032,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0142,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0144,WPS_2074HY_HYBRID_T08_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,"Treat acute illnesses, infections, or injuries.","A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",QSEN_0198,0.1032,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0143,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0145,WPS_2074HY_HYBRID_T09_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Collaborate with healthcare professionals to plan or provide treatment.,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans.",QSEN_0132,0.2419,no_confident_match
WPS_REVIEW_0144,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0146,WPS_2074HY_HYBRID_T10_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Supervise patient care personnel.,A. Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.,QSEN_0193,0.0822,no_confident_match
WPS_REVIEW_0145,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0147,WPS_2074HY_HYBRID_T11_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Monitor patient progress or responses to treatments.,"A. Monitor all aspects of patient care, including diet and physical activity.",QSEN_0148,0.2297,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0146,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0148,WPS_2074HY_HYBRID_T12_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Monitor patients following surgeries or other treatments.,"A. Monitor all aspects of patient care, including diet and physical activity.",QSEN_0148,0.2297,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0147,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0149,WPS_2074HY_HYBRID_T13_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Manage healthcare operations.,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",QSEN_0160,0.0986,no_confident_match
WPS_REVIEW_0148,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0150,WPS_2074HY_HYBRID_T14_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Advise medical personnel regarding healthcare issues.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,0.1129,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0149,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0151,WPS_2074HY_HYBRID_T15_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Analyze test data or images to inform diagnosis or treatment.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,0.1317,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0150,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0152,WPS_2074HY_HYBRID_T16_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Direct healthcare delivery programs.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,0.1129,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0151,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0153,WPS_2074HY_HYBRID_T17_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Order medical diagnostic or clinical tests.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,0.1317,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0152,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0154,WPS_2074HY_HYBRID_T18_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Prescribe assistive medical devices or related treatments.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0153,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0155,WPS_2074HY_HYBRID_T19_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Prescribe medications.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0154,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0156,WPS_2074HY_HYBRID_T20_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Design public or employee health programs.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0155,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0158,WPS_2074HY_HYBRID_T21_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Communicate health and wellness information to the public.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0156,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0159,WPS_2074HY_HYBRID_T22_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Evaluate patient outcomes to determine effectiveness of treatments.,A. Modify patient treatment plans as indicated by patients' responses and conditions.,QSEN_0095,0.1033,no_confident_match
WPS_REVIEW_0157,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0160,WPS_2074HY_HYBRID_T23_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Maintain inventory of medical supplies or equipment.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0158,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0161,WPS_2074HY_HYBRID_T24_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Prepare medical supplies or equipment for use.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0159,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0162,WPS_2074HY_HYBRID_T25_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Test biological specimens to gather information about patient conditions.,A. Conduct specified laboratory tests.,QSEN_0108,0.1515,no_confident_match
WPS_REVIEW_0160,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0163,WPS_2074HY_HYBRID_T26_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Monitor health or behavior of people or animals.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0161,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0164,WPS_2074HY_HYBRID_T27_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Supervise workers providing client or patient services.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0162,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0165,WPS_2074HY_HYBRID_T28_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,"Assess patient work, living, or social environments.","A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.",QSEN_0136,0.2856,no_confident_match
WPS_REVIEW_0163,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0166,WPS_2074HY_HYBRID_T29_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Administer anesthetics or sedatives to control pain.,"A. Administer local, inhalation, intravenous, or other anesthetics.",QSEN_0014,0.1046,no_confident_match
WPS_REVIEW_0164,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0167,WPS_2074HY_HYBRID_T30_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Assist healthcare practitioners during examinations or treatments.,A. Prepare patients for and assist with examinations or treatments.,QSEN_0018,0.1505,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0165,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0168,WPS_2074HY_HYBRID_T31_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Prepare patients physically for medical procedures.,A. Prepare patients for and assist with examinations or treatments.,QSEN_0018,0.1505,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0166,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0169,WPS_2074HY_HYBRID_T32_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Train caregivers or other non-medical personnel.,A. Provide or arrange for training or instruction of auxiliary personnel or students.,QSEN_0198,0.142,no_confident_match
WPS_REVIEW_0167,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0170,WPS_2074HY_HYBRID_T33_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Diagnose medical conditions.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0168,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0171,WPS_2074HY_HYBRID_T34_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Examine patients to assess general physical condition.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0169,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0172,WPS_2074HY_HYBRID_T35_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Refer patients to other healthcare practitioners or health resources.,A. Refer students or patients to specialized health resources or community agencies furnishing assistance.,QSEN_0117,0.1434,no_confident_match
WPS_REVIEW_0170,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0173,WPS_2074HY_HYBRID_T36_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Treat medical emergencies.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0171,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0174,WPS_2074HY_HYBRID_T37_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Advise communities or institutions regarding health or safety issues.,A. Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,QSEN_0104,0.1472,no_confident_match
WPS_REVIEW_0172,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0175,WPS_2074HY_HYBRID_T38_R02_A,wps_hybrid_2074.docx,2074HY,hybrid,Conduct research to increase knowledge about medical issues.,A. Engage in research activities related to nursing.,QSEN_0097,0.303,ambiguous_match
